Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Gross,Votes,Description,Ids,TMDB_Id,TMDB_Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,SciFi,TV,Thriller,War,Western,Bad Words
Sardar Udham,2021,164,8.4,8.10909090909091,,"44,711","A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.","(598826, [80, 18, 36])",598826.0,"[80, 18, 36]",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Asuran,2019,141,8.4,8.034615384615385,,"31,622","The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. How the pacifist farmer saves his hot-blooded son is the rest of the story.","(576928, [28, 18])",576928.0,"[28, 18]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Drishyam 2,2021,152,8.4,8.10909090909091,,"39,387",A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,"(1029827, [80, 53, 18, 9648])",1029827.0,"[80, 53, 18, 9648]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4
Top Gun: Maverick,2022,130,8.3,78.0,718.73,"6,16,792","After thirty years, Maverick is still pushing the envelope as a top naval aviator, but must confront ghosts of his past when he leads TOP GUN's elite graduates on a mission that demands the ultimate sacrifice from those chosen to fly it.","(361743, [28, 18])",361743.0,"[28, 18]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
Braveheart,1995,178,8.3,68.0,75.6,"10,62,862",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"(197, [28, 18, 36, 10752])",197.0,"[28, 18, 36, 10752]",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,15
Inglourious Basterds,2009,153,8.3,69.0,120.54,"15,10,473","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","(16869, [18, 53, 10752])",16869.0,"[18, 53, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,32
Heat,1995,170,8.3,76.0,67.44,"6,85,676",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,"(949, [28, 80, 18])",949.0,"[28, 80, 18]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75
American Beauty,1999,122,8.3,84.0,130.1,"11,80,519",A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"(14, [18])",14.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53
Requiem for a Dream,2000,102,8.3,71.0,3.64,"8,68,981",The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,"(641, [80, 18])",641.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57
Good Will Hunting,1997,126,8.3,70.0,138.43,"10,14,823","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","(489, [18])",489.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95
2001: A Space Odyssey,1968,149,8.3,84.0,56.95,"6,92,341","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.","(62, [878, 9648, 12])",62.0,"[878, 9648, 12]",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
To Kill a Mockingbird,1962,129,8.3,88.0,113,"3,24,539","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.","(595, [18])",595.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservoir Dogs,1992,99,8.3,81.0,2.83,"10,52,277","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","(500, [80, 53])",500.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224
A Clockwork Orange,1971,136,8.3,77.0,6.21,"8,54,641","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","(185, [878, 18])",185.0,"[878, 18]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,22
Scarface,1983,170,8.3,65.0,45.6,"8,76,738","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.","(111, [28, 80, 18])",111.0,"[28, 80, 18]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Eternal Sunshine of the Spotless Mind,2004,108,8.3,89.0,34.4,"10,39,917","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories for ever.","(38, [878, 18, 10749])",38.0,"[878, 18, 10749]",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,55
Jagten,2012,115,8.3,77.0,0.69,"3,45,981","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","(103663, [18])",103663.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37
Full Metal Jacket,1987,116,8.3,78.0,46.36,"7,65,283",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"(600, [18, 10752])",600.0,"[18, 10752]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,127
Once Upon a Time in America,1984,229,8.3,75.0,5.32,"3,63,889","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.","(311, [18, 80])",311.0,"[18, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64
Toy Story,1995,81,8.3,96.0,191.8,"10,29,621",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,"(862, [16, 12, 10751, 35])",862.0,"[16, 12, 10751, 35]",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,2020,160,8.3,89.0,110,"1,04,182","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.","(556574, [36, 18])",556574.0,"[36, 18]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33
Up,2009,96,8.3,88.0,293,"10,81,937","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","(14160, [16, 35, 10751, 12])",14160.0,"[16, 35, 10751, 12]",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Incendies,2010,131,8.3,80.0,6.86,"1,86,891",Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"(46738, [18, 10752, 9648])",46738.0,"[18, 10752, 9648]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7
Lawrence of Arabia,1962,218,8.3,100.0,44.82,"3,03,804","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","(947, [12, 18, 36, 10752])",947.0,"[12, 18, 36, 10752]",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4
Toy Story 3,2010,103,8.3,92.0,415,"8,63,855","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","(10193, [16, 10751, 35])",10193.0,"[16, 10751, 35]",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Le fabuleux destin d'Amélie Poulain,2001,122,8.3,69.0,33.23,"7,74,411","Despite being caught in her imaginative world, Amelie, a young waitress, decides to help people find happiness. Her quest to spread joy leads her on a journey where she finds true love.","(194, [35, 10749])",194.0,"[35, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Star Wars: Episode VI - Return of the Jedi,1983,131,8.3,58.0,309.13,"10,86,887","After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.","(1892, [12, 28, 878])",1892.0,"[12, 28, 878]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
Mononoke-hime,1997,134,8.3,76.0,2.38,"4,11,777","On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.","(128, [12, 14, 16])",128.0,"[12, 14, 16]",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
Vertigo,1958,128,8.3,100.0,3.2,"4,14,047","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","(426, [9648, 10749, 53])",426.0,"[9648, 10749, 53]",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Citizen Kane,1941,119,8.3,100.0,1.59,"4,53,840","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","(15, [9648, 18])",15.0,"[9648, 18]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Singin' in the Rain,1952,103,8.3,99.0,8.82,"2,51,337",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,"(872, [35, 10749])",872.0,"[35, 10749]",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Metropolis,1927,153,8.3,98.0,1.24,"1,79,702","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","(19, [18, 878])",19.0,"[18, 878]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
North by Northwest,1959,136,8.3,98.0,13.28,"3,37,022","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","(213, [9648, 53])",213.0,"[9648, 53]",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Jodaeiye Nader az Simin,2011,123,8.3,95.0,7.1,"2,51,368",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,"(60243, [18])",60243.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
The Sting,1973,129,8.3,83.0,159.6,"2,71,443",Two grifters team up to pull off the ultimate con.,"(9277, [35, 80, 18])",9277.0,"[35, 80, 18]",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
The Apartment,1960,125,8.3,94.0,18.6,"1,88,581","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.","(284, [35, 18, 10749])",284.0,"[35, 18, 10749]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
Judgment at Nuremberg,1961,179,8.3,60.0,136,"81,006","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.","(821, [18])",821.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Dangal,2016,161,8.3,7.9222222222222225,12.39,"1,99,773",Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"(360814, [18, 10751, 35, 28])",360814.0,"[18, 10751, 35, 28]",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
M - Eine Stadt sucht einen Mörder,1931,117,8.3,8.200000000000001,0.03,"1,63,105","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","(832, [18, 53, 80])",832.0,"[18, 53, 80]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1
Ikiru,1952,143,8.3,92.0,0.06,"83,069",A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,"(3782, [18])",3782.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Double Indemnity,1944,107,8.3,95.0,5.72,"1,62,166","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.","(996, [80, 53])",996.0,"[80, 53]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kantara,2022,148,8.3,8.072222222222223,,"97,182","When greed paves the way for betrayal, scheming and murder, a young tribal reluctantly dons the traditions of his ancestors to seek justice.","(858485, [28, 12, 53])",858485.0,"[28, 12, 53]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
Taare Zameen Par,2007,165,8.3,7.876,1.22,"2,00,039","An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.","(7508, [18])",7508.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Ladri di biciclette,1948,89,8.3,8.0,0.33,"1,69,175","In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.","(5156, [18])",5156.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
K.G.F: Chapter 2,2022,168,8.3,8.072222222222223,6.6,"1,41,399","In the blood-soaked Kolar Gold Fields, Rocky's name strikes fear into his foes. While his allies look up to him, the government sees him as a threat to law and order. Rocky must battle threats from all sides for unchallenged supremacy.","(587412, [28, 80, 18])",587412.0,"[28, 80, 18]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
Ayla: The Daughter of War,2017,125,8.3,7.936842105263159,,"42,060","Sergeant Süleyman finds a little girl on a battlefield during the Korean War. He takes her and names her Ayla. Fifteen months later, Süleyman's brigade is told they will be returning to Turkey, and he is reluctant to leave her behind.","(472454, [18, 10752, 36])",472454.0,"[18, 10752, 36]",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7
Vikram,2022,175,8.3,8.072222222222223,,"65,063","A special investigator assigned a case of serial killings discovers the case is not what it seems to be, and leading down this path is only going to end in a war between everyone involved.","(578060, [28])",578060.0,[28],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
The Kid,1921,68,8.3,8.3,5.45,"1,30,534","The Tramp cares for an abandoned child, but events put their relationship in jeopardy.","(4244, [14, 35, 10751])",4244.0,"[14, 35, 10751]",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Chhichhore,2019,143,8.3,8.034615384615385,0.9,"58,946","A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.","(596650, [10749, 35, 18])",596650.0,"[10749, 35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12
Shershaah,2021,135,8.3,8.10909090909091,,"1,25,763","Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.","(599925, [28, 18, 53, 10752])",599925.0,"[28, 18, 53, 10752]",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20
Ratsasan,2018,170,8.3,8.028571428571428,,"47,613",A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.,"(412862, [28, 12, 53, 80])",412862.0,"[28, 12, 53, 80]",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
Drishyam,2013,160,8.3,7.8999999999999995,,"42,884",A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.,"(352173, [80, 18, 53, 9648])",352173.0,"[80, 18, 53, 9648]",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
The Wolf of Wall Street,2013,180,8.2,75.0,116.9,"14,87,540","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","(106646, [80, 18, 35])",106646.0,"[80, 18, 35]",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,686
Batman Begins,2005,140,8.2,70.0,206.85,"15,21,333","After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.","(272, [28, 80, 18])",272.0,"[28, 80, 18]",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
Spider-Man: No Way Home,2021,148,8.2,71.0,804.75,"8,18,919","With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear, forcing Peter to discover what it truly means to be Spider-Man.","(634649, [28, 12, 878])",634649.0,"[28, 12, 878]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
No Country for Old Men,2007,122,8.2,92.0,74.28,"10,13,709",Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,"(6977, [80, 18, 53])",6977.0,"[80, 18, 53]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
Indiana Jones and the Last Crusade,1989,127,8.2,65.0,197.17,"7,86,608","In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","(89, [12, 28])",89.0,"[12, 28]",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Shutter Island,2010,138,8.2,63.0,128.01,"13,80,885","Teddy Daniels and Chuck Aule, two US marshals, are sent to an asylum on a remote island in order to investigate the disappearance of a patient, where Teddy uncovers a shocking truth about the place.","(11324, [18, 53, 9648])",11324.0,"[18, 53, 9648]",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38
Jurassic Park,1993,127,8.2,68.0,402.45,"10,26,143",A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,"(329, [12, 878])",329.0,"[12, 878]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
There Will Be Blood,2007,158,8.2,93.0,40.22,"6,12,354","A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.","(7345, [18])",7345.0,[18],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
The Truman Show,1998,103,8.2,90.0,125.62,"11,33,421",An insurance salesman discovers his whole life is actually a reality TV show.,"(37165, [35, 18])",37165.0,"[35, 18]",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Taxi Driver,1976,114,8.2,94.0,28.26,"8,76,254","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.","(103, [80, 18])",103.0,"[80, 18]",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76
